菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
赣南荷包胙,赣南荷包胙,200.0,12.0,14.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
抚州牛杂粉,抚州牛杂粉,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
铅山烫粉,铅山烫粉,115.0,3.0,2.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
吴忠羊杂碎,吴忠羊杂碎,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
中卫烩小吃,中卫烩小吃,130.0,7.0,7.0,9.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
宁夏八宝茶,宁夏八宝茶,5.0,0.2,0.1,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
沙葱炒羊肉,沙葱炒羊肉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
固原烧鸡,固原烧鸡,220.0,18.0,15.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
宁夏羊排小揪面,宁夏羊排小揪面,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
卤肉饭,卤肉饭,190.0,22.0,11.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
台湾牛肉面,台湾牛肉面,140.0,5.0,3.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚵仔煎,蚵仔煎,220.0,8.0,14.0,16.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
三杯鸡,三杯鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大肠包小肠,大肠包小肠,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
担仔面,担仔面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
棺材板,棺材板,280.0,9.0,14.0,30.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
刈包,刈包,230.0,9.0,10.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
彰化肉圆,彰化肉圆,180.0,7.0,6.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
台南碗粿,台南碗粿,170.0,5.0,3.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凤梨酥,凤梨酥,340.0,6.0,14.0,51.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
太阳饼,太阳饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
澳门猪扒包,澳门猪扒包,200.0,13.0,15.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
葡式蛋挞,葡式蛋挞,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
水蟹粥,水蟹粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
港式鱼蛋,港式鱼蛋,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
碗仔翅,碗仔翅,60.0,5.0,3.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡蛋仔,鸡蛋仔,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
虾子面,虾子面,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
港式焗猪扒饭,港式焗猪扒饭,200.0,13.0,15.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
烤羊腿,烤羊腿,220.0,14.0,15.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒙古羊杂碎,蒙古羊杂碎,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
焖羊肉,焖羊肉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
黄油卷子,黄油卷子,250.0,7.0,8.0,39.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
驼掌,驼掌,150.0,16.0,9.0,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒙古果子,蒙古果子,380.0,7.0,18.0,48.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蒙古炒米,蒙古炒米,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
呼和浩特稍麦,呼和浩特稍麦,190.0,8.0,7.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
安阳三熏,安阳三熏,230.0,17.0,16.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
开封炒凉粉,开封炒凉粉,120.0,6.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
新乡红焖羊肉,新乡红焖羊肉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
濮阳壮馍,濮阳壮馍,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
信阳固始鹅块,信阳固始鹅块,240.0,16.0,19.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
洛阳浆面条,洛阳浆面条,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
许昌热豆腐,许昌热豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
郏县饸饹面,郏县饸饹面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
遵义羊肉粉,遵义羊肉粉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
花溪牛肉粉,花溪牛肉粉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
凯里酸汤牛肉,凯里酸汤牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
毕节汤圆,毕节汤圆,220.0,4.0,2.0,47.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
安顺裹卷,安顺裹卷,120.0,4.0,4.0,17.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
侗家腌鱼,侗家腌鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
榕江卷粉,榕江卷粉,115.0,3.0,2.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
水城烙锅,水城烙锅,150.0,9.0,9.0,7.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
遵义豆花面,遵义豆花面,50.0,3.5,2.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
苗家酸汤粉,苗家酸汤粉,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
天津锅巴菜,天津锅巴菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
耳朵眼炸糕,耳朵眼炸糕,340.0,6.0,14.0,51.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
罾蹦鲤鱼,罾蹦鲤鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
老爆三,老爆三,150.0,15.0,9.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
天津打卤面,天津打卤面,190.0,22.0,11.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西宁羊肠面,西宁羊肠面,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
青海尕面片,青海尕面片,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
甜醅,甜醅,90.0,2.0,0.5,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
焜锅馍,焜锅馍,215.0,7.0,2.0,44.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
青海羊杂汤,青海羊杂汤,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
彝族坨坨肉,彝族坨坨肉,250.0,14.0,21.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尼蘸水鸡,哈尼蘸水鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
佤族鸡肉烂饭,佤族鸡肉烂饭,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
朝鲜族打糕,朝鲜族打糕,230.0,4.0,1.0,52.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
朝鲜族辣白菜,朝鲜族辣白菜,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
傣味酸肉,傣味酸肉,200.0,15.0,14.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
彝族苦荞饼,彝族苦荞饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
伊犁马肠子,伊犁马肠子,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
和田烤蛋,和田烤蛋,85.0,7.0,5.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
新疆酸奶粽子,新疆酸奶粽子,60.0,3.0,3.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
兰州灰豆子,兰州灰豆子,110.0,5.0,1.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
天水呱呱,天水呱呱,100.0,4.0,3.0,16.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大连海胆饺子,大连海胆饺子,200.0,8.0,8.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
锦州烧烤,锦州烧烤,220.0,14.0,15.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大庆坑烤,大庆坑烤,250.0,16.0,19.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
齐齐哈尔烤肉,齐齐哈尔烤肉,230.0,17.0,17.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
得莫利炖鱼,得莫利炖鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
丹东焖子,丹东焖子,130.0,9.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
自贡冷吃兔,自贡冷吃兔,260.0,18.0,19.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
达州灯影牛肉,达州灯影牛肉,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
内江牛肉面,内江牛肉面,140.0,5.0,3.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
丰都麻辣鸡,丰都麻辣鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
万州格格,万州格格,180.0,12.0,12.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
顺德拆鱼羹,顺德拆鱼羹,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
广州艇仔粥,广州艇仔粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
梧州龟苓膏,梧州龟苓膏,95.0,1.5,1.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
柳州螺蛳鸭脚煲,柳州螺蛳鸭脚煲,220.0,16.0,17.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
苏州藏书羊肉,苏州藏书羊肉,200.0,16.0,14.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
常州银丝面,常州银丝面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
缙云烧饼,缙云烧饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
舟山海鲜面,舟山海鲜面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
蚌埠烧饼夹里脊,蚌埠烧饼夹里脊,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
阜阳格拉条,阜阳格拉条,160.0,5.0,5.0,25.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
上海辣肉面,上海辣肉面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
上海腌笃鲜,上海腌笃鲜,70.0,5.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
老北京奶酪,老北京奶酪,110.0,4.0,5.0,13.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
石家庄缸炉烧饼,石家庄缸炉烧饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
秦皇岛浑锅,秦皇岛浑锅,120.0,9.0,7.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
邯郸豆沫,邯郸豆沫,70.0,2.0,2.0,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
藏面,藏面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
林芝松茸炖鸡,林芝松茸炖鸡,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西藏牦牛火锅,西藏牦牛火锅,110.0,10.0,6.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
泉州面线糊,泉州面线糊,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
莆田炝肉,莆田炝肉,90.0,8.0,4.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
平潭时来运转,平潭时来运转,200.0,5.0,5.0,36.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
临高烤乳猪,临高烤乳猪,200.0,13.0,15.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
海南鸡饭,海南鸡饭,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
儋州米烂,儋州米烂,120.0,3.0,2.0,23.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
昭通小肉串,昭通小肉串,200.0,15.0,13.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大理酸辣鱼,大理酸辣鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
西双版纳菠萝紫米饭,西双版纳菠萝紫米饭,160.0,3.5,4.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
宝鸡擀面皮,宝鸡擀面皮,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
铜川窝窝面,铜川窝窝面,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
榆林豆腐,榆林豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
喀什缸子肉,喀什缸子肉,140.0,12.0,9.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
伊犁熏马肉,伊犁熏马肉,280.0,20.0,21.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
新疆皮辣红,新疆皮辣红,60.0,2.0,3.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
沈阳烤鸡架,沈阳烤鸡架,220.0,18.0,15.0,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
沈阳回头,沈阳回头,220.0,7.0,11.0,26.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
沈阳白肉血肠,沈阳白肉血肠,130.0,15.0,7.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
辽西水豆腐,辽西水豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
抚顺麻辣拌,抚顺麻辣拌,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
抚顺小串,抚顺小串,200.0,15.0,13.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鞍山牛庄馅饼,鞍山牛庄馅饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
本溪小市羊汤,本溪小市羊汤,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
丹东梭子蟹,丹东梭子蟹,100.0,15.0,3.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
营口海蜇,营口海蜇,35.0,5.0,0.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
营口皮皮虾,营口皮皮虾,95.0,16.0,2.5,1.5,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
盘锦河蟹,盘锦河蟹,100.0,15.0,3.5,2.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
铁岭火勺,铁岭火勺,230.0,7.0,10.0,29.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
朝阳驴肉锅,朝阳驴肉锅,140.0,15.0,7.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
锦州干豆腐,锦州干豆腐,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大连咸鱼饼子,大连咸鱼饼子,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大连樱桃肉,大连樱桃肉,240.0,11.0,13.0,19.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
大连海凉粉,大连海凉粉,115.0,3.0,2.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
长春酱骨头,长春酱骨头,230.0,16.0,17.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
吉林乌拉火锅,吉林乌拉火锅,110.0,10.0,6.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北烤冷面,东北烤冷面,130.0,4.0,1.0,27.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
四平熏肉大饼,四平熏肉大饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
查干湖胖头鱼,查干湖胖头鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边石锅拌饭,延边石锅拌饭,70.0,4.0,4.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边酱汤,延边酱汤,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边参鸡汤,延边参鸡汤,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边米肠,延边米肠,200.0,8.0,10.0,20.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
长春鸡汤豆腐串,长春鸡汤豆腐串,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边明太鱼,延边明太鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
雪衣豆沙,雪衣豆沙,260.0,5.0,9.0,40.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
延边牛尾汤,延边牛尾汤,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨杀猪菜,哈尔滨杀猪菜,200.0,13.0,15.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨溜肉段,哈尔滨溜肉段,280.0,13.0,18.0,17.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨大列巴,哈尔滨大列巴,260.0,8.0,4.0,50.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨粘豆包,哈尔滨粘豆包,220.0,5.0,3.0,45.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨冻柿子,哈尔滨冻柿子,75.0,0.5,0.2,19.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨坛肉,哈尔滨坛肉,280.0,14.0,23.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
哈尔滨酱骨架,哈尔滨酱骨架,260.0,16.0,21.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
秋林格瓦斯,秋林格瓦斯,35.0,0.2,0.0,8.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鸡西辣菜,鸡西辣菜,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
镜泊湖红尾鱼,镜泊湖红尾鱼,115.0,17.0,4.0,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
呼伦贝尔锅茶,呼伦贝尔锅茶,85.0,13.0,2.5,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
通辽牛肉干,通辽牛肉干,170.0,16.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
赤峰对夹,赤峰对夹,280.0,10.0,14.0,29.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
呼伦贝尔烤羊背,呼伦贝尔烤羊背,85.0,13.0,2.5,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北乱炖,东北乱炖,90.0,4.0,5.0,7.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
排骨炖豆角,排骨炖豆角,180.0,11.0,12.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
鲶鱼炖茄子,鲶鱼炖茄子,140.0,15.0,7.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
茄子炖土豆,茄子炖土豆,130.0,9.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
尖椒干豆腐,尖椒干豆腐,110.0,7.0,7.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北蘸酱菜,东北蘸酱菜,40.0,2.0,1.5,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北皮冻,东北皮冻,80.0,8.0,5.0,1.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
农家一锅出,农家一锅出,110.0,5.0,6.0,9.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北春饼,东北春饼,250.0,6.0,11.0,33.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北饭包,东北饭包,180.0,5.0,8.0,22.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
玉米面菜团子,玉米面菜团子,130.0,4.0,2.0,24.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
酸汤子,酸汤子,35.0,2.0,1.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
苞米碴子粥,苞米碴子粥,55.0,1.5,0.5,11.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
冻豆腐炖白菜,冻豆腐炖白菜,95.0,8.0,5.5,3.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
渍菜粉,渍菜粉,115.0,3.0,2.0,21.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
韭菜盒子,韭菜盒子,40.0,2.0,1.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
东北烤苞米,东北烤苞米,220.0,14.0,15.0,5.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
满族八大碗,满族八大碗,130.0,9.0,8.0,6.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
香煎鸡胸肉,香煎鸡胸肉,165.0,15.0,10.0,4.0,中国食物成分表（第6版）,https://www.chinanutri.cn/,已授权
