菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
风干牛肉,fengganniurou,240.0,40.0,8.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/tibetan-beef-jerky-cn,已授权
藏式土豆饼,cangshitudoubing,180.0,3.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/tibetan-potato-pancake-cn,已授权
藏式馒头,cangshimantou,230.0,7.0,1.0,47.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/tibetan-steamed-bun-cn,已授权
炸奶渣,zhanaizha,320.0,10.0,20.0,20.0,中餐卡路里,https://chinesecalorie.com/china/foods/dairy/tibetan-fried-cheese-cn,已授权
藏式甜米饭,cangshitianmifan,180.0,3.0,2.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/tibetan-sweet-rice-cn,已授权
藏式血肠,cangshixuechang,220.0,14.0,17.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/gyurma-tibetan-blood-sausage-cn,已授权
藏式酸奶,cangshisuannai,61.0,3.0,3.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dairy/tibetan-yogurt-cn,已授权
藏式肉饼,cangshiroubing,250.0,10.0,10.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/sha-balep-tibetan-meat-pie-cn,已授权
藏式炒面,cangshichaomian,180.0,5.0,4.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/tibetan-fried-noodles-cn,已授权
牦牛肉面汤,maoniuroumiantang,90.0,6.0,2.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yak-meat-noodle-soup-cn,已授权
平南粉汤,pingnanfentang,65.0,2.0,1.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/pingnan-rice-noodle-soup-cn,已授权
桂平甜糍粑,guipingtianciba,210.0,3.0,2.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/guiping-sweet-rice-cake-cn,已授权
北海烤生蚝,beihaikaoshenghao,110.0,12.0,5.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/beihai-grilled-oysters-cn,已授权
壮族五色糯米饭,zhuangzuwusenuomifan,180.0,3.0,0.0,39.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/zhuang-five-color-sticky-rice-cn,已授权
玉林腐乳煲,yulinfurubao,120.0,7.0,6.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/yulin-fermented-tofu-stew-cn,已授权
贺州肠粉,hezhouchangfen,150.0,4.0,2.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/hezhou-rice-noodle-roll-cn,已授权
桂林油茶,guilinyoucha,60.0,1.0,2.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/beverages/guilin-oil-tea-cn,已授权
百色酸汤鱼,baisesuantangyu,65.0,7.0,2.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/baise-sour-soup-fish-cn,已授权
南宁炸酿豆腐,nanningzhaniangdoufu,180.0,8.0,11.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/nanning-fried-stuffed-tofu-cn,已授权
河池竹筒饭,hechizhutongfan,130.0,2.0,1.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/hechi-bamboo-rice-cn,已授权
武鸣芋头扣肉,wumingyutoukourou,260.0,7.0,17.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/wuming-taro-pork-cn,已授权
螺蛳肉粽,luosirouzong,210.0,6.0,5.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/liuzhou-snail-rice-dumplings-cn,已授权
酿苦瓜,niangkugua,80.0,4.0,3.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/stuffed-bitter-melon-cn,已授权
玫瑰花糕,meiguihuagao,251.0,4.0,3.0,52.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/rose-petal-rice-cake-cn,已授权
过桥豆花,guoqiaodouhua,65.0,4.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/cross-bridge-tofu-pudding-cn,已授权
汽锅牛肉,qiguoniurou,75.0,9.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yunnan-steam-pot-beef-cn,已授权
凉拌米线,liangbanmixian,140.0,3.0,2.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/yunnan-rice-noodle-salad-cn,已授权
火腿炒饵块,huotuichaoerkuai,180.0,7.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/er-kuai-stir-fry-with-ham-and-vegetables-cn,已授权
油炸柿子饼,youzhashizibing,255.0,3.0,7.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/shaanxi-fried-persimmon-cake-cn,已授权
汉中面皮汤,hanzhongmianpitang,90.0,2.0,1.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/hanzhong-mianpi-soup-cn,已授权
秦腔蒸肉包,qinqiangzhengroubao,220.0,8.0,5.0,35.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/qinqiang-steamed-pork-bun-cn,已授权
孜然羊肉夹馍,ziranyangroujiamo,240.0,13.0,8.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/shaanxi-rougamo-with-cumin-lamb-cn,已授权
岐山醋鱼,qishancuyu,140.0,16.0,5.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/qishan-vinegar-fish-cn,已授权
新疆炸南瓜饼,xinjiangzhananguabing,210.0,5.0,5.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/xinjiang-fried-pumpkin-cake-cn,已授权
羊肺汤,yangfeitang,60.0,8.0,2.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/xinjiang-lamb-lung-soup-cn,已授权
酸奶米布丁,suannaimibuding,120.0,3.0,2.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/xinjiang-yogurt-rice-pudding-cn,已授权
羊肉馕炒,yangrounangchao,210.0,10.0,9.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/xinjiang-fried-naan-with-lamb-cn,已授权
新疆抓饭汤,xinjiangzhuafantang,60.0,2.0,2.0,9.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/xinjiang-polo-soup-cn,已授权
荷叶糯米饭,heyenuomifan,180.0,4.0,2.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/sticky-rice-lotus-leaf-wrap-cn,已授权
蟹粉狮子头,xiefenshizitou,210.0,13.0,14.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shanghai-crab-meat-lions-head-cn,已授权
香菇烤麸,xianggukaofu,110.0,8.0,2.0,16.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/fried-gluten-with-mushrooms-cn,已授权
阳春面,yangchunmian,120.0,3.0,1.0,24.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/yangchun-noodles-cn,已授权
上海熏鸭,shanghaixunya,251.0,18.0,19.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shanghai-smoked-duck-cn,已授权
北京地瓜球,beijingdiguaqiu,220.0,2.0,6.0,40.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/beijing-sweet-potato-balls-cn,已授权
炸肝饼,zhaganbing,270.0,11.0,12.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/beijing-fried-liver-pancake-cn,已授权
豆酱面汤,doujiangmiantang,90.0,3.0,2.0,15.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/beijing-soybean-paste-noodle-soup-cn,已授权
炸酱包,zhajiangbao,220.0,7.0,6.0,34.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/beijing-fried-sauce-dumplings-cn,已授权
京酱肉丝,jingjiangrousi,180.0,15.0,10.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/peking-pork-slices-cn,已授权
石台炒米粿,shitaichaomiguo,180.0,3.0,2.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/shitai-fried-rice-cake-cn,已授权
淮南豆腐面,huainandoufumian,110.0,6.0,2.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/huainan-tofu-noodles-cn,已授权
祁门蒸饺,qimenzhengjiao,210.0,7.0,4.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/qimen-steamed-buns-cn,已授权
徽州笋干烧肉,huizhousunganshaorou,210.0,12.0,15.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/huizhou-bamboo-shoots-with-pork-cn,已授权
无为熏鱼,wuweixunyu,180.0,18.0,10.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/wuwei-smoked-fish-cn,已授权
山东葱油饼,shandongcongyoubing,270.0,6.0,7.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/shandong-scallion-oil-pancake-cn,已授权
烟台花生酥,yantaihuashengsu,500.0,12.0,30.0,50.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/yantai-peanut-brittle-cn,已授权
青岛蛤蜊面,qingdaogelimian,130.0,5.0,2.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/qingdao-clam-noodle-soup-cn,已授权
山东烤鱿鱼串,shandongkaoyouyuchuan,110.0,18.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/shandong-grilled-squid-skewers-cn,已授权
鲁式扒鸡,lushipaji,180.0,21.0,10.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shandong-braised-chicken-cn,已授权
扬州三套早,yangzhousantaozao,200.0,6.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/yangzhou-three-set-breakfast-cn,已授权
苏州水晶虾仁,suzhoushuijingxiaren,110.0,16.0,3.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/suzhou-crystal-shrimp-cn,已授权
鸭血卷粉,yaxuejuanfen,110.0,5.0,1.0,19.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/nanjing-duck-blood-vermicelli-roll-cn,已授权
无锡糖醋排骨,wuxitangcupaigu,244.0,13.0,16.0,12.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/wuxi-sweet-and-sour-spare-ribs-cn,已授权
扬州狮子头火锅,yangzhoushizitouhuoguo,90.0,6.0,5.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yangzhou-lions-head-hotpot-cn,已授权
马拉糕,malagao,248.0,5.0,4.0,48.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/steamed-sponge-cake-cn,已授权
虾米韭黄肠粉,xiamijiuhuangchangfen,140.0,5.0,2.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/steamed-rice-rolls-with-dried-shrimp-and-chive-cn,已授权
牛丸汤,niuwantang,60.0,5.0,3.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/beef-ball-soup-cn,已授权
蒜蓉粉丝蒸扇贝,suanrongfensizhengshanbei,110.0,10.0,3.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/steamed-scallops-with-garlic-vermicelli-cn,已授权
蛇羹,shegeng,60.0,7.0,2.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/snake-soup-cn,已授权
四川烤鱼,sichuankaoyu,180.0,18.0,10.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/sichuan-grilled-fish-cn,已授权
担担饭,dandanfan,180.0,4.0,4.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/sichuan-dan-dan-rice-cn,已授权
四川糍粑,sichuanciba,210.0,3.0,2.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/sichuan-sweet-rice-cake-cn,已授权
泡椒凤爪,paojiaofengzhao,180.0,17.0,12.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/sichuan-pepper-chicken-feet-cn,已授权
麻婆茄子,mapoqiezi,140.0,2.0,10.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/mapo-eggplant-cn,已授权
