菜品名称,别名,能量(kcal/100g),蛋白质(g/100g),脂肪(g/100g),碳水(g/100g),来源名称,来源链接,授权状态
南山泉水鸡,nanshanquanshuiji,190.0,18.0,12.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/nanshan-spring-water-chicken-cn,已授权
文昌鸡,wenchangji,210.0,23.0,13.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/wenchang-chicken-cn,已授权
璧山兔,bishantu,180.0,18.0,10.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/bishan-rabbit-cn,已授权
铁锅炖大鹅,tieguodundae,180.0,16.0,10.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/pot-stewed-goose-cn,已授权
合川肉片,hechuanroupian,180.0,16.0,10.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/hechuan-pork-slices-cn,已授权
延边冷面,yanbianlengmian,110.0,3.0,0.0,23.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/yanbian-cold-noodles-cn,已授权
东北大拉皮,dongbeidalapi,120.0,2.0,2.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/dongbei-big-pull-skin-cn,已授权
重庆米豆腐,chongqingmidoufu,90.0,2.0,1.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/chongqing-rice-tofu-cn,已授权
小鸡炖蘑菇,xiaojidunmogu,85.0,8.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/chicken-stewed-with-mushrooms-cn,已授权
磁器口陈麻花,ciqikouchenmahua,420.0,7.0,18.0,60.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/ciqikou-chen-mahua-cn,已授权
老边饺子,laobianjiaozi,210.0,7.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/laobian-dumplings-cn,已授权
重庆凉面,chongqingliangmian,180.0,5.0,4.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/chongqing-cold-noodles-cn,已授权
哈尔滨红肠,haerbinhongchang,320.0,14.0,28.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/harbin-red-sausage-cn,已授权
豌杂面,wanzamian,180.0,6.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/pea-and-pork-sauce-noodles-cn,已授权
豆花鱼,douhuayu,120.0,15.0,5.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/tofu-pudding-fish-cn,已授权
酸菜白肉,suancaibairou,70.0,4.0,4.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/suan-cai-bai-rou-cn,已授权
地三鲜,disanxian,120.0,2.0,4.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/di-san-xian-cn,已授权
黔江鸡杂,qianjiangjiza,140.0,16.0,7.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/qianjiang-chicken-giblets-cn,已授权
万州烤鱼,wanzhoukaoyu,180.0,18.0,9.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/wanzhou-grilled-fish-cn,已授权
锅包肉,guobaorou,220.0,12.0,11.0,18.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/guo-bao-rou-cn,已授权
红烧鸡枞,hongshaojicong,110.0,6.0,6.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/braised-termite-mushroom-cn,已授权
萍乡小炒肉,pingxiangxiaochaorou,210.0,16.0,14.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/pingxiang-stir-fried-pork-cn,已授权
赣南小炒鱼,gannanxiaochaoyu,140.0,16.0,6.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/gannan-stir-fried-fish-cn,已授权
香茅草烤鸡,xiangmaocaokaoji,170.0,20.0,9.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/lemongrass-roast-chicken-cn,已授权
瓦罐汤,waguantang,35.0,2.0,1.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/jiangxi-clay-pot-soup-cn,已授权
铜锅洋芋,tongguoyangyu,150.0,2.0,4.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/copper-pot-potato-cn,已授权
南昌拌粉,nanchangbanfen,160.0,4.0,2.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/nanchang-rice-noodles-cn,已授权
野生菌炒饭,yeshengjunchaofan,155.0,3.0,3.0,29.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/wild-mushroom-fried-rice-cn,已授权
道口烧鸡,daokoushaoji,210.0,25.0,11.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/daokou-roast-chicken-cn,已授权
黑山羊火锅,heishanyanghuoguo,85.0,10.0,4.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yunnan-black-goat-hot-pot-cn,已授权
开封灌汤包,kaifengguantangbao,210.0,7.0,6.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/kaifeng-soup-dumplings-cn,已授权
火腿月饼,huotuiyuebing,370.0,8.0,14.0,52.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/xuanwei-ham-mooncake-cn,已授权
丽江粑粑,lijiangbaba,310.0,7.0,8.0,52.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/lijiang-baba-cn,已授权
洛阳水席,luoyangshuixi,40.0,2.0,1.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/luoyang-water-banquet-cn,已授权
普洱茶香鸡,puerchaxiangji,180.0,19.0,10.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/puer-tea-chicken-cn,已授权
烩面,huimian,120.0,4.0,1.0,23.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/henan-stewed-noodles-cn,已授权
洋芋粑粑,yangyubaba,180.0,3.0,3.0,35.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/yunnan-fried-potato-cakes-cn,已授权
胡辣汤,hulatang,45.0,2.0,1.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/hu-la-tang-cn,已授权
包浆豆腐,baojiangdoufu,150.0,10.0,9.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/baojiang-tofu-cn,已授权
孝感米酒,xiaoganmijiu,70.0,1.0,0.0,16.0,中餐卡路里,https://chinesecalorie.com/china/foods/beverages/xiaogan-rice-wine-cn,已授权
酸笋鸡,suansunji,62.0,6.0,3.0,3.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/dai-sour-bamboo-shoot-chicken-cn,已授权
面窝,mianwo,247.0,6.0,7.0,40.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/mianwo-cn,已授权
傣味鬼鸡,daiweiguiji,140.0,13.0,8.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/dai-ghost-chicken-cn,已授权
莲藕排骨汤,lianoupaigutang,55.0,4.0,2.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/lotus-root-pork-rib-soup-cn,已授权
清蒸武昌鱼,qingzhengwuchangyu,110.0,19.0,3.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/wuchang-fish-cn,已授权
诺邓火腿,nuodenghuotui,251.0,28.0,15.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/nuodeng-ham-cn,已授权
三鲜豆皮,sanxiandoupi,170.0,7.0,5.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/doupi-cn,已授权
腾冲大救驾,tengchongdajiujia,130.0,2.0,1.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/tengchong-dajiujia-cn,已授权
大理饵丝,daliersi,120.0,2.0,0.0,26.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/dali-ersi-cn,已授权
热干面,reganmian,210.0,6.0,5.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/hot-dry-noodles-cn,已授权
大理砂锅鱼,dalishaguoyu,110.0,15.0,4.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/dali-casserole-fish-cn,已授权
莜面,youmian,350.0,13.0,3.0,68.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/youmian-noodles-cn,已授权
宜良烤鸭,yiliangkaoya,251.0,18.0,19.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/yiliang-roast-duck-cn,已授权
栲栳栳,kaolaolao,150.0,4.0,0.0,31.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/kaolaolao-cn,已授权
刀削面,daoxiaomian,150.0,5.0,1.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shanxi-knife-cut-noodles-cn,已授权
建水豆腐,jianshuidoufu,110.0,9.0,7.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/jianshui-grilled-tofu-cn,已授权
羊肉臊子面,yangrousaozimian,180.0,7.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/ningxia-lamb-noodles-cn,已授权
鲜花饼,xianhuabing,370.0,6.0,13.0,55.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/flower-cake-cn,已授权
乳扇,rushan,320.0,18.0,24.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dairy/dali-rushan-cn,已授权
新疆奶茶,xinjiangnaicha,60.0,2.0,2.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/beverages/xinjiang-milk-tea-cn,已授权
丁丁炒面,dingdingchaomian,180.0,5.0,4.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/ding-ding-chao-mian-cn,已授权
凉鸡米线,liangjimixian,140.0,5.0,2.0,26.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/cold-chicken-rice-noodles-cn,已授权
小锅米线,xiaoguomixian,120.0,3.0,2.0,24.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/small-pot-rice-noodles-cn,已授权
馕包肉,nangbaorou,230.0,13.0,7.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/nang-bao-rou-cn,已授权
洋芋糍粑,yangyuciba,180.0,3.0,2.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/shangluo-potato-ciba-cn,已授权
烤包子,kaobaozi,260.0,9.0,8.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/samsa-cn,已授权
宫廷牛肉饼,gongtingniuroubing,260.0,11.0,11.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/xian-beef-patty-cn,已授权
馕,nang,270.0,8.0,2.0,52.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/xinjiang-naan-cn,已授权
拉条子,latiaozi,150.0,4.0,2.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/lagman-cn,已授权
蜂蜜凉粽子,fengmiliangzongzi,180.0,3.0,0.0,39.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/honey-cold-zongzi-cn,已授权
子长煎饼,zizhangjianbing,210.0,6.0,5.0,35.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/zichang-jianbing-cn,已授权
抓饭,zhuafan,170.0,4.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/xinjiang-polo-cn,已授权
羊肉串,yangrouchuan,220.0,17.0,16.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/uyghur-lamb-skewers-cn,已授权
肉丸胡辣汤,rouwanhulatang,90.0,5.0,3.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/vegetable-stew-with-meatballs-cn,已授权
大盘鸡,dapanji,140.0,10.0,6.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/xinjiang-big-plate-chicken-cn,已授权
葫芦鸡,huluji,220.0,18.0,13.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/gourd-shaped-chicken-cn,已授权
手抓羊肉,shouzhuayangrou,230.0,19.0,16.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/hand-grasped-lamb-cn,已授权
粉蒸肉,fenzhengrou,230.0,10.0,14.0,14.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/shaanxi-steamed-pork-with-rice-flour-cn,已授权
甘肃酿皮,gansuniangpi,140.0,3.0,2.0,29.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/gansu-niangpi-cn,已授权
石子馍,shizimo,270.0,7.0,2.0,54.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/shizimo-cn,已授权
兰州牛肉面,lanzhouniuroumian,120.0,5.0,1.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/lanzhou-beef-noodles-cn,已授权
黄桂柿子饼,huangguishizibing,220.0,3.0,2.0,48.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/osmanthus-persimmon-cake-cn,已授权
贾三灌汤包,jiasanguantangbao,210.0,7.0,6.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/jiasan-soup-dumplings-cn,已授权
锅盔,guokui,300.0,8.0,5.0,55.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/guokui-cn,已授权
甑糕,zenggao,210.0,4.0,2.0,45.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/zenggao-cn,已授权
酸汤水饺,suantangshuijiao,180.0,6.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/sour-soup-dumplings-cn,已授权
油泼面,youpomian,220.0,6.0,5.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/youpo-mian-cn,已授权
荞面饸饹,qiaomianhele,110.0,4.0,0.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shaanxi-buckwheat-hele-cn,已授权
岐山臊子面,qishansaozimian,180.0,6.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/qishan-saozi-noodles-cn,已授权
户县软面,huxianruanmian,150.0,5.0,1.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/huxian-soft-noodles-cn,已授权
杨凌蘸水面,yanglingzhanshuimian,180.0,5.0,2.0,35.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/yangling-dipped-noodles-cn,已授权
葫芦头泡馍,hulutoupaomo,110.0,5.0,2.0,16.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/hulutou-paomo-cn,已授权
秦镇米皮,qinzhenmipi,130.0,2.0,1.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/qinzhen-rice-skin-cn,已授权
羊肉泡馍,yangroupaomo,120.0,7.0,3.0,15.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yangrou-paomo-cn,已授权
凉皮,liangpi,150.0,3.0,1.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/liangpi-cn,已授权
汉中热米皮,hanzhongremipi,130.0,2.0,0.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/hanzhong-hot-rice-skin-cn,已授权
曲曲儿,ququer,210.0,7.0,6.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/ququre-wonton-soup-cn,已授权
肉夹馍,roujiamo,230.0,10.0,7.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/roujiamo-cn,已授权
biangbiang面,biangbiangmian,180.0,5.0,1.0,36.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/biangbiang-noodles-cn,已授权
黄面,huangmian,140.0,4.0,1.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/chickpea-yellow-noodles-cn,已授权
卷筒粉,juantongfen,150.0,3.0,2.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/guangxi-rice-rolls-cn,已授权
架子肉,jiazirou,220.0,20.0,15.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/xinjiang-rack-lamb-cn,已授权
南瓜薄皮包子,nanguabaopibaozi,150.0,4.0,2.0,29.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/pumpkin-manta-cn,已授权
酿豆腐泡,niangdoufupao,180.0,9.0,12.0,8.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/guangxi-stuffed-tofu-puffs-cn,已授权
柠檬鸭,ningmengya,210.0,16.0,15.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/guangxi-lemon-duck-cn,已授权
肉馕,rounang,246.0,10.0,6.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/uyghur-meat-naan-cn,已授权
南宁老友粉,nanninglaoyoufen,130.0,3.0,2.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/nanning-laoyou-noodles-cn,已授权
酸奶疙瘩,suannaigeda,90.0,6.0,5.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/dairy/xinjiang-yogurt-curd-cn,已授权
玛仁糖,marentang,480.0,10.0,25.0,55.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/matang-cn,已授权
阳朔啤酒鱼,yangshuopijiuyu,140.0,16.0,6.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/yangshuo-beer-fish-cn,已授权
丁丁汤饭,dingdingtangfan,60.0,2.0,1.0,10.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/ding-ding-soup-rice-cn,已授权
桂林米粉,guilinmifen,130.0,2.0,0.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/guilin-rice-noodles-cn,已授权
切面汤,qiemiantang,65.0,2.0,1.0,11.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/kesme-soup-cn,已授权
螺蛳粉,luosifen,170.0,4.0,4.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/luosifen-cn,已授权
烤羊排,kaoyangpai,270.0,22.0,20.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/uyghur-lamb-ribs-cn,已授权
肠旺面,changwangmian,160.0,6.0,4.0,25.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/changwang-noodles-cn,已授权
米肠子面肺子,michangzimianfeizi,180.0,7.0,7.0,22.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/opke-hessip-cn,已授权
贵州辣子鸡,guizhoulaziji,210.0,16.0,13.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/guizhou-spicy-chicken-cn,已授权
折耳根凉拌,zheergenliangban,45.0,2.0,1.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/zheergen-salad-cn,已授权
新疆椒麻鸡,xinjiangjiaomaji,180.0,16.0,11.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/xinjiang-pepper-chicken-cn,已授权
丝娃娃,siwawa,110.0,3.0,2.0,20.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/siwawa-cn,已授权
馕坑肉,nangkengrou,246.0,19.0,18.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/nangkeng-lamb-cn,已授权
薄皮包子,baopibaozi,210.0,8.0,5.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/uyghur-manta-cn,已授权
酸汤鱼,suantangyu,65.0,7.0,2.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/guizhou-sour-soup-fish-cn,已授权
纳仁,naren,160.0,5.0,2.0,30.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/naren-cn,已授权
菠萝饭,boluofan,145.0,2.0,1.0,31.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/pineapple-rice-cn,已授权
乳饼,rubing,270.0,18.0,18.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/dairy/rubing-cheese-cn,已授权
新疆炒米粉,xinjiangchaomifen,170.0,4.0,3.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/xinjiang-fried-rice-noodles-cn,已授权
云南野生菌火锅,yunnanyeshengjunhuoguo,35.0,2.0,0.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yunnan-mushroom-hot-pot-cn,已授权
红烧河鳗,hongshaoheman,180.0,17.0,11.0,4.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/braised-river-eel-cn,已授权
傣味香茅烤鱼,daiweixiangmaokaoyu,140.0,18.0,6.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/grilled/dai-lemongrass-grilled-fish-cn,已授权
咸豆浆,xiandoujiang,60.0,3.0,3.0,5.0,中餐卡路里,https://chinesecalorie.com/china/foods/breakfast/salty-soy-milk-cn,已授权
宣威火腿,xuanweihuotui,248.0,25.0,16.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/snacks/xuanwei-ham-cn,已授权
蟹炒年糕,xiechaoniangao,170.0,4.0,2.0,34.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/crab-rice-cake-cn,已授权
清蒸大闸蟹,qingzhengdazhaxie,100.0,18.0,2.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/seafood/steamed-hairy-crab-cn,已授权
上海葱油饼,shanghaicongyoubing,280.0,6.0,10.0,42.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/shanghai-scallion-pancake-cn,已授权
汽锅鸡,qiguoji,60.0,7.0,3.0,1.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yunnan-steam-pot-chicken-cn,已授权
过桥米线,guoqiaomixian,120.0,3.0,1.0,24.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/crossing-the-bridge-rice-noodles-cn,已授权
鲜肉月饼,xianrouyuebing,320.0,7.0,16.0,35.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/fresh-meat-mooncake-cn,已授权
徽州炖甲鱼,huizhoudunjiayu,85.0,12.0,3.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/huizhou-stewed-turtle-cn,已授权
条头糕,tiaotougao,180.0,3.0,1.0,40.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/tiaotou-gao-cn,已授权
酒酿圆子,jiuniangyuanzi,180.0,3.0,1.0,38.0,中餐卡路里,https://chinesecalorie.com/china/foods/desserts/sweet-fermented-rice-balls-cn,已授权
黄山烧饼,huangshanshaobing,350.0,8.0,8.0,60.0,中餐卡路里,https://chinesecalorie.com/china/foods/bakery/huangshan-sesame-cake-cn,已授权
一品锅,yipinguo,65.0,4.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/yipin-guo-cn,已授权
排骨年糕,paiguniangao,210.0,8.0,6.0,32.0,中餐卡路里,https://chinesecalorie.com/china/foods/street-food/pork-chop-rice-cakes-cn,已授权
上海冷面,shanghailengmian,150.0,4.0,2.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/shanghai-cold-noodles-cn,已授权
八公山豆腐,bagongshandoufu,140.0,10.0,8.0,6.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/bagongshan-tofu-cn,已授权
上海大馄饨,shanghaidahuntun,180.0,7.0,4.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/dumplings/shanghai-big-wonton-cn,已授权
符离集烧鸡,fulijishaoji,210.0,22.0,13.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/dinner/fuliji-roast-chicken-cn,已授权
蟹粉面,xiefenmian,170.0,7.0,4.0,27.0,中餐卡路里,https://chinesecalorie.com/china/foods/noodles/crab-roe-noodles-cn,已授权
问政山笋,wenzhengshansun,60.0,2.0,2.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/stir-fry/wenzheng-bamboo-shoots-cn,已授权
罗宋汤,luosongtang,35.0,1.0,0.0,7.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/russian-soup-cn,已授权
黄山炖鸽,huangshandunge,80.0,10.0,4.0,2.0,中餐卡路里,https://chinesecalorie.com/china/foods/soup/huangshan-braised-pigeon-cn,已授权
上海菜饭,shanghaicaifan,140.0,3.0,2.0,28.0,中餐卡路里,https://chinesecalorie.com/china/foods/rice/shanghai-vegetable-rice-cn,已授权
